Entry ID,Date,Year,State,Local Government Area,Cases,Deaths,Confirmed,Hospitalised/Treated ,CFR (%),M/F,Age,OCV Delivered,Population,"Cases/100,000","Deaths/100,000",IDP/Displacement,Socio-cultural,Food/Water,Environmental,Rural/Urban,Sanitation & Hygiene,Education,Occupation,Household/Setting,Conflict (Y),Interventions ,Aid,Reference
NGA14-10-26-1,26 Oct,2014,Federal Capital Territory ,Kwali,48,6,4,,12.500,25F:18M,"16 cases 5-9 yrs, 3 cases 10-19 yrs, 15 cases 20-29 yrs, 9 cases >30 yrs",,"176,404,902",0.0272,0.0034,,,,Contaminated river ,,,,,>people/household,,,,"Dan-Nwafor, C.C., Ogbonna, U., Onyiah, P., Gidado, S., Adebobola, B., Nguku, P. and Nsubuga, P., 2019. A cholera outbreak in a rural north central Nigerian community: An unmatched case-control study. BMC public health, 19(1), p.112."
NGA15-1-1-1,1 Jan,2015,,,"2,108",97,,,4.602,,,,"181,137,448",1.1638,0.0536,,,,,,,,,,,,,https://public.emdat.be
,,,Anambra,,,,,,,,,,,,,,,,,,,,,,,,,https://public.emdat.be
,,,Kano,,,,,,,,,,,,,,,,,,,,,,,,,https://public.emdat.be
,,,Rivers,,,,,,,,,,,,,,,,,,,,,,,,,https://public.emdat.be
,,,Ebonyi,,,,,,,,,,,,,,,,,,,,,,,,,https://public.emdat.be
NGA15-1-14-1,14 Jan,2015,Rivers,Angoni,170,20,,,11.765,,,,"181,137,448",0.0939,0.0110,,,,,,,,,,,Treatment centres ,,https://promedmail.org/promed-posts/
NGA15-1-25-1,25 Jan,2015,Kano,Gaya,216,2,,,0.926,,,,"181,137,448",0.1192,0.0011,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,Oyo,,67,,,,,,,,"181,137,448",0.0370,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
NGA15-3-8-1,8 Mar,2015,Rivers,Andoni,"10,903",3,,,0.028,,,,"181,137,448",6.0192,0.0017,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
NGA15-8-1-1,1 Aug,2015,Kaduna,Zaria,40,10,,,25.000,,,,"181,137,448",0.0221,0.0055,,,,,,,,,,,,,"Sule, I.B., Yahaya, M., Aisha, A.A., Zainab, A.D., Ummulkhulthum, B. and Nguku, P., 2017. Descriptive epidemiology of a cholera outbreak in Kaduna State, Northwest Nigeria, 2014. The Pan African medical journal, 27."
NGA15-9-7-1,7 Sep,2015,Borno,Maiduguri,187,,,,,,,,"181,137,448",0.1032,,IDP camp,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,Kaduna,Zaria,192,,,,,,,,"181,137,448",0.1060,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
NGA15-9-11-1,11 Sep,2015,Jigawa,Birnin Kudu,50,1,,,2.000,27M:23F,,,"181,137,448",0.0276,0.0006,,,,,,Handwashing,Poor cholera understanding ,,,,,,"Nnaji, R.N., Ajumobi, O., Oladimeji, A., Sarki, M., Buba, M., Sale, F. and Nguku, P., 2016. Cholera outbreak investigation, Gajala community, Birnin kudu local government area (LGA), Jigawa state, Nigeria, September 2015. International Journal of Infectious Diseases, 45, pp.144-145."
NGA15-9-11-2,11 Sep,2015,Borno,Maiduguri,385,13,,,3.377,,Median 31yrs,,"181,137,448",0.2125,0.0072,IDP camp,,,,,Hygiene ,,,Contact with case ,,,,"Abubakar, A.T., Dalhat, M. and Nguku, P., 2016. Cholera outbreak-IDP camps in Maiduguri, northern Nigeria, September 2015. International Journal of Infectious Diseases, 45, p.132."
NGA15-9-28-1,28 Sep,2015,Borno,Maiduguri,187,16,,,8.556,,,,"181,137,448",0.1032,0.0088,IDP camp,,,,,,,,,,,,https://promedmail.org/promed-posts/
NGA15-11-24-1,24 Nov,2015,Borno,,961,,,,,,,,"181,137,448",0.5305,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,Kano,,771,,,,,,,,"181,137,448",0.4256,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,Bauchi,,114,,,,,,,,"181,137,448",0.0629,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
NGA16-3-14-1,14 Mar,2016,Jigawa,,10,0,,,0.000,,,,"185,960,289",0.0054,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,Kano,,60,0,,,0.000,,,,"185,960,289",0.0323,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
NGA16-3-28-1,28 Mar,2016,Jigawa,,19,0,,,0.000,,,,"185,960,289",0.0102,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,Kano,,69,0,,,0.000,,,,"185,960,289",0.0371,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
NGA16-6-13-1,13 Jun,2016,Kano,Bichi,53,2,,,3.774,,,,"185,960,289",0.0285,0.0011,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
NGA16-8-9-1,9 Aug,2016,Borno,Rann,19,8,,,42.105,,,,"185,960,289",0.0102,0.0043,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
NGA16-9-16-1,16 Sep,2016,Lagos,,14,1,,,7.143,,,,"185,960,289",0.0075,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,,Oshodi,,,,,,,,,,,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,,Isolo,,,,,,,,,,,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA16-9-22-1,22 Sep,2016,Lagos,Isolo,45,6,,,13.333,,,,"185,960,289",0.0242,0.0032,,,,,,,,,,,,,https://promedmail.org/promed-posts/
NGA16-9-30-1,30 Sep,2016,,,36,1,4,,2.778,,,,"185,960,289",0.0194,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA16-10-1-1,1 Oct,2016,,,3,,,,,,,,"185,960,289",0.0016,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA16-10-14-1,14 Oct,2016,,,13,4,1,,30.769,,,,"185,960,289",0.0070,0.0022,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA16-10-21-1,21 Oct,2016,Oyo,Akinyele,6,,,,,,,,"185,960,289",0.0032,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA16-11-11-1,11 Nov,2016,Lagos,Kosofe,2,,,,,,,,"185,960,289",0.0011,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA16-11-25-1,25 Nov,2016,Gombe,Gombe,1,,,,,,,,"185,960,289",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-2-10-1,10 Feb,2017,Federal Capital Territory ,Kuje,5,,,,,,,,"190,873,311",0.0026,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-2-24-1,24 Feb,2017,Gombe,Gombe,1,,,,,,,,"190,873,311",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-3-10-1,10 Mar,2017,,,7,,,,,,,,"190,873,311",0.0037,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-3-17-1,17 Mar,2017,Gombe,Gombe,1,,,,,,,,"190,873,311",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-4-21-1,21 Apr,2017,Zamfara,,7,0,,,0.000,,,,"190,873,311",0.0037,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-5-5-1,5 May,2017,Cross River,Obudu,1,0,,,0.000,,,,"190,873,311",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-5-26-1,26 May,2017,,,5,0,,,0.000,,,,"190,873,311",0.0026,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,Kaduna South,3,0,,,0.000,,,,"190,873,311",0.0016,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-6-7-1,7 Jun,2017,Kwara,,"1,558",11,,,0.706,,,,"190,873,311",0.8162,0.0058,,,,,,,,,,,,,https://public.emdat.be
,,,,Asa,,,,,,,,,,,,,,,,,,,,,,,,https://public.emdat.be
,,,,Ilorin East,,,,,,,,,,,,,,,,,,,,,,,,https://public.emdat.be
,,,,Ilorin South,,,,,,,,,,,,,,,,,,,,,,,,https://public.emdat.be
,,,,Ilorin West,,,,,,,,,,,,,,,,,,,,,,,,https://public.emdat.be
,,,,Moro,,,,,,,,,,,,,,,,,,,,,,,,https://public.emdat.be
NGA17-6-7-1,9 Jun,2017,,,77,1,,,1.299,,,,"190,873,311",0.0403,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-6-16-1,16 Jun,2017,Kwara ,,126,1,,,0.794,,,,"190,873,311",0.0660,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-6-25-1,25 Jun,2017,Kwara,,83,1,1,,1.205,,,,"190,873,311",0.0435,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-7-2-1,2 Jul,2017,,,186,10,0,,5.376,,,,"190,873,311",0.0974,0.0052,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kwara,,61,,,,,,,,"190,873,311",0.0320,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,Zamfara,,110,10,,,9.091,,,,"190,873,311",0.0576,0.0052,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,Jigawa,,10,,,,,,,,"190,873,311",0.0052,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,Kaduna,,5,,,,,,,,"190,873,311",0.0026,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
NGA17-7-9-1,9 Jul,2017,,,109,1,3,,0.917,,,,"190,873,311",0.0571,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-7-9-2,9 Jul,2017,Kwara,,"1,617",17,13,,1.051,,,,"190,873,311",0.8472,0.0089,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
NGA17-7-12-1,12 Jul,2017,Kwara,,1558,11,,,0.706,50% M:49% F,,,"190,873,311",0.8162,0.0058,,,,,,Sanitation,,,,,,,https://promedmail.org/promed-posts/
,,,,Asa,18,,,,,,,,"190,873,311",0.0094,,,,,,,,,,,,,,https://promedmail.org/promed-posts/
,,,,Ilorin East,450,,,,,,,,"190,873,311",0.2358,,,,,,,,,,,,,,https://promedmail.org/promed-posts/
,,,,Ilorin South,215,,,,,,,,"190,873,311",0.1126,,,,,,,,,,,,,,https://promedmail.org/promed-posts/
,,,,Ilorin West,780,,,,,,,,"190,873,311",0.4086,,,,,,,,,,,,,,https://promedmail.org/promed-posts/
,,,,Moro,50,,,,,,,,"190,873,311",0.0262,,,,,,,,,,,,,,https://promedmail.org/promed-posts/
NGA17-7-16-1,16 Jul,2017,,,36,2,2,,5.556,,,,"190,873,311",0.0189,0.0010,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-7-21-1,21 Jul,2017,Kwara,,1617,17,,,1.051,M children 51.6% of cases,460 cases 1-5 years,,"190,873,311",0.8472,0.0089,,,,,,,,,,,,,https://promedmail.org/promed-posts/
NGA17-7-23-1,23 Jul,2017,,,81,3,3,,3.704,,,,"190,873,311",0.0424,0.0016,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-7-30-1,30 Jul,2017,Kwara,Ilorin East,2,0,0,,0.000,,,,"190,873,311",0.0010,0.0000,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-7-30-2,30 Jul,2017,Kwara,,"1,627",22,18,,1.352,,,,"190,873,311",0.8524,0.0115,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=9
,,,Zamfara,,313,11,,,3.514,,,,"190,873,311",0.1640,0.0058,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=9
,,,Lagos,,38,2,1,,5.263,,,,"190,873,311",0.0199,0.0010,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=9
NGA17-8-6-1,6 Aug,2017,Kwara,Ilorin East,23,0,3,,0.000,,,,"190,873,311",0.0120,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-8-13-1,13 Aug,2017,,,92,10,,,10.870,,,,"190,873,311",0.0482,0.0052,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-8-14-1,14 Aug,2017,Borno,,"5,889",43,,,0.730,"3,088F:2,801M","1,477 0-4 yrs, 1,104 5-9 yrs, 727 10-19 yrs, >20 yrs 1,628",,"190,873,311",3.0853,0.0225,,,,,,,,Caring for sick ,,,,,"Denue, B.A., Akawu, C.B., Kwayabura, S.A. and Kida, I., 2018. Low case fatality during 2017 cholera outbreak in Borno State, North Eastern Nigeria. Annals of African medicine, 17(4), p.203."
NGA17-8-20-1,20 Aug,2017,,,24,1,4,,4.167,,,,"190,873,311",0.0126,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-8-20-2,20 Aug,2017,Borno,Jere,5,,2,,,,,,"190,873,311",0.0026,,Muna Garage IDP camp,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=9
NGA17-8-21-1,21 Aug,2017,Borno,,"5,000",,,,,,,,"190,873,311",2.6195,,,,,,,,,,,,,,"Ngwa, M.C., Wondimagegnehu, A., Okudo, I., Owili, C., Ugochukwu, U., Clement, P., Devaux, I., Pezzoli, L., Ihekweazu, C., Jimme, M.A. and Winch, P., 2020. The multi-sectorial emergency response to a cholera outbreak in Internally Displaced Persons camps in Borno State, Nigeria, 2017. BMJ global health, 5(1)."
,,,,Jere,,61,,,1.140,,,"891,137","190,873,311",,0.0320,Muna Garage IDP camp,Religious festivals,Sharing food,,,Sanitation,,,,,,MSF,"Ngwa, M.C., Wondimagegnehu, A., Okudo, I., Owili, C., Ugochukwu, U., Clement, P., Devaux, I., Pezzoli, L., Ihekweazu, C., Jimme, M.A. and Winch, P., 2020. The multi-sectorial emergency response to a cholera outbreak in Internally Displaced Persons camps in Borno State, Nigeria, 2017. BMJ global health, 5(1)."
NGA17-8-27-1,27 Aug,2017,,,106,2,0,,1.887,,,,"190,873,311",0.0555,0.0010,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-9-3-1,3 Sep,2017,,,424,1,0,,0.236,,,,"190,873,311",0.2221,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,409,,,,,,,,"190,873,311",0.2143,0.0000,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,3,,,,,,,,"190,873,311",0.0016,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,12,,,,,,,,"190,873,311",0.0063,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-9-3-1,3 Sep,2017,Borno,,,14,,,,,,,"190,873,311",,0.0073,,,,,,,,,,,,,https://promedmail.org/promed-posts/
NGA17-9-4-1,4 Sep,2017,Borno,,70,,,,0.000,,,,"190,873,311",0.0367,,IDP camp,,,,,,,,,,,MSF,https://promedmail.org/promed-posts/
NGA17-9-4-2,4 Sep,2017,Borno,,"1,626",40,,,2.460,,53.6% cases <10 yrs ,,"190,873,311",0.8519,0.0210,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,,Jere,,,,,,,,,,,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,,Maiduguri,,,,,,,,,,,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,,Dikwa,,,,,,,,,,,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
,,,,Mongonu,,,,,,,,,,,,,,,,,,,,,,,,http://plateformecholera.info/index.php/cholera-in-wca/regional-updates
NGA17-9-5-1,5 Sep,2017,Borno,,319,20,,,6.270,,,,"190,873,311",0.1671,0.0105,IDP camp,,,,,,,,,,,,https://promedmail.org/promed-posts/
NGA17-9-5-1,5 Sep,2017,Borno,,375,21,,,5.600,,,,"190,873,311",0.1965,0.0110,,,,,,,,,,,,,https://promedmail.org/promed-posts/
,8 Sep,2017,,,"1,165",30,50,,2.575,,,,"190,873,311",0.6104,0.0157,"IDP camp (Muna Garage, Agric, Sangya & Bulabulin)",,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=9
,,,Muna,,689,,,,,,,,"190,873,311",0.3610,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=9
,,,Dikwa,,406,,,,,,,,"190,873,311",0.2127,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=9
,,,Monguno,,70,,,,,,,,"190,873,311",0.0367,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=9
NGA17-9-10-1,10 Sep,2017,,,708,18,4,,2.542,,,,"190,873,311",0.3709,0.0094,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,3,,,,,,,,"190,873,311",0.0016,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,593,,,,,,,,"190,873,311",0.3107,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,28,,,,,,,,"190,873,311",0.0147,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,4,,,,,,,,"190,873,311",0.0021,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Oyo,,8,,,,,,,,"190,873,311",0.0042,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,775,21,,,2.710,,,,"190,873,311",0.4060,0.0110,,,,,,,,,,,,,https://promedmail.org/promed-posts/
NGA17-9-15-1,15 Sep,2017,Kebbi,Dandi,216,18,,,8.333,,,,"190,873,311",0.1132,0.0094,,,,,,,,,,,,,https://promedmail.org/promed-posts/
NGA17-9-16-1,16 Sep,2017,Borno,,1926,44,,,2.285,,,,"190,873,311",1.0090,0.0231,Muna Garage IDP camp,,,,,,,,,,,,https://promedmail.org/promed-posts/
NGA17-9-17-1,17 Sep,2017,,,907,26,1,,2.867,,,,"190,873,311",0.4752,0.0136,,,,,,,,,,,,NCDC,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,2,,,,,,,,"190,873,311",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,842,,,,,,,,"190,873,311",0.4411,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,40,,,,,,,,"190,873,311",0.0210,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,5,,,,,,,,"190,873,311",0.0026,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Oyo,,1,,,,,,,,"190,873,311",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,17,,,,,,,,"190,873,311",0.0089,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-9-17-2,17 Sep,2017,,,651,,,,,,,,"190,873,311",0.3411,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,Borno,,,,,,,,,,,,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,Kano,,,,,,,,,,,,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,Kebbi,,,,,,,,,,,,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,Oyo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,Zamfara,,,,,,,,,,,,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
NGA17-9-18-1,18 Sep,2017,Borno,,"2,300",44,,,1.913,,,,"190,873,311",1.2050,0.0231,IDP camp,,,,,,,,,Y,,,https://promedmail.org/promed-posts/
NGA17-9-18-1,18 Sep,2017,Borno,,,,,,,,,"811,959",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Maiduguri,,,,,,,,,,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Jere,,,,,,,,,,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Konduga,,,,,,,,,,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Dikwa,,,,,,,,,,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Monguno,,,,,,,,,,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Mafa,,,,,,,,,,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
NGA17-9-22-1,22 Sep,2017,Borno,,"3,498",53,107,,1.515,,,"915,005","190,873,311",1.8326,0.0278,Muna Garage IDP camp,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Dikwa,640,,,,,,,,"190,873,311",0.3353,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Jere,"1,759",,,,,,,,"190,873,311",0.9216,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Konduga,,,,,,,,,,,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Maiduguri,,,,,,,,,,,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Monguno,"1,099",,,,0.000,,,,"190,873,311",0.5758,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
NGA17-9-24-1,24 Sep,2017,,,107,2,,,1.869,,,,"190,873,311",0.0561,0.0010,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,4,,,,,,,,"190,873,311",0.0021,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,8,,,,,,,,"190,873,311",0.0042,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,69,,,,,,,,"190,873,311",0.0361,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,8,,,,,,,,"190,873,311",0.0042,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,18,,,,,,,,"190,873,311",0.0094,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-10-1-1,1 Oct,2017,,,20,,,,,,,,"190,873,311",0.0105,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,6,,,,,,,,"190,873,311",0.0031,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,1,,,,,,,,"190,873,311",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Delta,,3,,,,,,,,"190,873,311",0.0016,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,5,,,,,,,,"190,873,311",0.0026,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,5,,,,,,,,"190,873,311",0.0026,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-10-8-1,8 Oct,2017,,,50,1,,,2.000,,,,"190,873,311",0.0262,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,3,,,,,,,,"190,873,311",0.0016,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,35,,,,,,,,"190,873,311",0.0183,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Delta,,3,,,,,,,,"190,873,311",0.0016,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,4,,,,,,,,"190,873,311",0.0021,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,8,,,,,,,,"190,873,311",0.0042,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA17-10-8-2,8 Oct,2017,Borno,,"4,704",60,119,,1.276,,,"844,305","190,873,311",2.4645,0.0314,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Jere,"2,331",42,,,1.802,,,,"190,873,311",1.2212,0.0220,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Monguno,"1,600",3,,,0.188,,,,"190,873,311",0.8383,0.0016,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Dikwa,729,13,,,1.783,,,,"190,873,311",0.3819,0.0068,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Maiduguri,38,2,,,5.263,,,,"190,873,311",0.0199,0.0010,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
