state,disease,year,week,cases,source_pdf,table_idx
"● Develop Guidelines And Iec Materials To Ensure Proper Waste Disposal And Management And Guideline For Wholesome And Hygienic, Fish, Meat, Dairy & Dairy Products, Terrestrial & Aquatic Animal Transporters, Handlers And Feed/Feed Milling. A) Conduct A 5-Day Workshop To Develop Guidelines For Wholesome And Hygienic, Fish, Meat, Dairy & Dairy Products, Terrestrial & Aquatic Animal Transporters, Handlers And Feed / Feed Milling X 10 People In Abuja","49,026,000",,,4310000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,238
● Consultant To Map Existing Certified International Couriers For Infectious Substances And The Appropriate Regional Reference Laboratories For Confirmation By Pathogen; Develop A Transportation Plan For International Shipments From 2 Hubs (Abuja And Lagos),"47,520,000",,,600000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,253
● Consultant To Map Existing Certified International Couriers For Infectious Substances And The Appropriate Regional Reference Laboratories For Confirmation By Pathogen; Develop A Transportation Plan For International Shipments From 2 Hubs (Abuja And Lagos),col_2,,,600000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,253
Obtain Accreditation For National Reference Lab - Abuja,Cost (N) 2018-2019,,,4800000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,257
Obtain Accreditation For National Reference Lab - Abuja,Cost (N) 2018-2022,,,4800000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,257
"● Infrastructural Upgrade At The National Reference Lab, Abuja",col_1,,,20000000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,258
"● Lab Furniture For Nrl, Abuja (Micro, Virology, Pcr Suite, Chemistry",col_1,,,9000000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,258
"● Lab Furniture For Cphl, Lagos (Micro. Virology, Heam, Chemistry)",col_1,,,9000000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,258
"● Infrastructural Upgrade At The National Reference Lab, Abuja",col_2,,,50000000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,258
"● Lab Furniture For Nrl, Abuja (Micro, Virology, Pcr Suite, Chemistry",col_2,,,9000000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,258
"● Lab Furniture For Cphl, Lagos (Micro. Virology, Heam, Chemistry)",col_2,,,9000000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,258
"Six Members Team To Identify Intersectoral And Interdependence Stakeholders, Outlined Potential Contribution, • Roles And Responsibilities Of The Different Stakeholders To Constitute An All-Hazard Twg ( A Day Meeting In Abuja)",Cost (N) 2018-2019,,,19200.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
Inaugurate Twg At The National To Plan For The Development Of All Hazard Multi-Sectoral Public Health Emergency • Preparedness And Response Plan. Present Detailed Potential Contribution Of Different Stakeholder. A Day Meeting In Abuja (30 Persons Selected Across Interdependent Stakeholders),Cost (N) 2018-2019,,,201000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
"3-Day L Advocacy At The National Level To Heads Of Mdas In Abuja For The Development Of The All-Hazard Multi-• Sectoral Phepp ( Fmard, Fmoh, Fmoev, Nema And Other Relevant Stakeholders) ( Max Of 7Persons For 3-Day)",Cost (N) 2018-2019,,,294000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
5-Day Training And Simulation On Multiple (Two Hazard) Hazard In Lagos For Health Worker At The National Level (80 • Participants).,Cost (N) 2018-2019,,,24296400.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
"1-Day Meeting Of Pheprp Twg In Abuja To Develop A Memo To National Council On Health To Address • Coordination, Collaboration And Support Among Relevant Stakeholders. (25 Participants).",Cost (N) 2018-2019,,,771000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
1-Day Meeting In Abuja To Review And Adapt The Mou For Signing (30 Participants) •,Cost (N) 2018-2019,,,682000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
A Day Meeting In Abuja For Signing Of Mou By Head Of Mdas. •,Cost (N) 2018-2019,,,100000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
"Six Members Team To Identify Intersectoral And Interdependence Stakeholders, Outlined Potential Contribution, • Roles And Responsibilities Of The Different Stakeholders To Constitute An All-Hazard Twg ( A Day Meeting In Abuja)",Cost (N) 2018-2022,,,19200.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
Inaugurate Twg At The National To Plan For The Development Of All Hazard Multi-Sectoral Public Health Emergency • Preparedness And Response Plan. Present Detailed Potential Contribution Of Different Stakeholder. A Day Meeting In Abuja (30 Persons Selected Across Interdependent Stakeholders),Cost (N) 2018-2022,,,201000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
"3-Day L Advocacy At The National Level To Heads Of Mdas In Abuja For The Development Of The All-Hazard Multi-• Sectoral Phepp ( Fmard, Fmoh, Fmoev, Nema And Other Relevant Stakeholders) ( Max Of 7Persons For 3-Day)",Cost (N) 2018-2022,,,294000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
5-Day Training And Simulation On Multiple (Two Hazard) Hazard In Lagos For Health Worker At The National Level (80 • Participants).,Cost (N) 2018-2022,,,24296400.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
"1-Day Meeting Of Pheprp Twg In Abuja To Develop A Memo To National Council On Health To Address • Coordination, Collaboration And Support Among Relevant Stakeholders. (25 Participants).",Cost (N) 2018-2022,,,771000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
1-Day Meeting In Abuja To Review And Adapt The Mou For Signing (30 Participants) •,Cost (N) 2018-2022,,,682000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
A Day Meeting In Abuja For Signing Of Mou By Head Of Mdas. •,Cost (N) 2018-2022,,,100000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,276
"● 5-Day National Workshop On Profiling Risk, Vulnerability Risk Assessment And Resources Mapping Using Star And Vram Tools In Lagos. (45 Participants)",Cost (N) 2018-2019,,,0.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,277
"● 5-Day National Workshop On Profiling Risk, Vulnerability Risk Assessment And Resources Mapping Using Star And Vram Tools In Lagos. (45 Participants)",Cost (N) 2018-2022,,,0.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,277
"● Identify, Constitute Quantification And Forecasting Team For Response Materials, Laboratory Reagents, Consumables And All Health Commodities For All The Priority Diseases And Events. 15 Participants , A Day Meeting In Abuja)","6,124,800",,,122000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,278
● 5-Day Stakeholders Meeting In Lagos To Review The Draft And Buy-In Of The Stakeholders.(35 Participants),"6,124,800",,,11097000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,278
"● Identify And Constitute Quantification And Forecasting Team For Response Materials, Laboratory Reagents, Consumables And All Health Commodities For All The Priority Diseases And Events. ( A Day Meeting In Abuja)","6,124,800",,,1608000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,278
● Four Days Forecasting And Supply Planning Meeting For Priority Diseases And Public Health Events In Abuja.( 30 Participants),"6,124,800",,,4294000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,278
"● Identify, Constitute Quantification And Forecasting Team For Response Materials, Laboratory Reagents, Consumables And All Health Commodities For All The Priority Diseases And Events. 15 Participants , A Day Meeting In Abuja)","6,124,800_1",,,122000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,278
● 5-Day Stakeholders Meeting In Lagos To Review The Draft And Buy-In Of The Stakeholders.(35 Participants),"6,124,800_1",,,11097000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,278
"● Identify And Constitute Quantification And Forecasting Team For Response Materials, Laboratory Reagents, Consumables And All Health Commodities For All The Priority Diseases And Events. ( A Day Meeting In Abuja)","6,124,800_1",,,1608000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,278
● Four Days Forecasting And Supply Planning Meeting For Priority Diseases And Public Health Events In Abuja.( 30 Participants),"6,124,800_1",,,4294000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,278
● 5-Day Stakeholders Meeting In Lagos To Review The Draft And Buy-In Of The Stakeholders.(35 Participants),"3,780,000",,,7749000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,279
● 5-Day Stakeholders Meeting In Lagos To Review The Draft And Buy-In Of The Stakeholders.(35 Participants),"3,780,000_1",,,7749000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,279
● Conduct 3-Day Advocacy To Relevant Mdas On The Need For One Health In Emergency Response In Abuja. (15 Members Advocacy Team Selected Across The Stakeholders),Cost (N) 2018-2019,,,0.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,280
● Conduct 3-Day Advocacy To Relevant Mdas On The Need For One Health In Emergency Response In Abuja. (15 Members Advocacy Team Selected Across The Stakeholders),Cost (N) 2018-2022,,,0.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,280
Training Module Development Workshop In Abuja,"11,277,600",,,2288000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,285
Training Module Development Workshop In Abuja,"11,277,600_1",,,2288000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,285
"Lagos Implementation Workshop, Part 2","● IPC training of 28 frontline health care workers from 7 public health facilities and 7 private health facilities with 4 state ministry officials as ""IPC change agents"" using participatory quality development Approach and systemic view",,,11.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,286
"Lagos Implementation Workshop, Part 2","13,615,014",,,10758550.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,286
"Lagos Implementation Workshop, Part 2","13,615,014_1",,,10758550.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,286
"● Memo To Hmh From Dir. Phs For Consideration And Approval, And Notification To Who And Ihr Focal Person. Send Communication To Who Afro Via The Nigerian Ihr Nfp To Indicate Decision To Designate Mmia, Naia, Makia And The Port Of Lagos (Papa).",Strategic Action,,,2005.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
● Identify And Assemble Stakeholders To Participate In Assessment - All Agencies At Poe; A. Conduct Ihr Assessment For Mmia B. Conduct Ihr Assessment For Makia C. Conduct Ihr Assessment For Naia D. Conduct Ihr Assessment For Port Of Lagos (Papa),Strategic Action,,,4050.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
"● Memo To Hmh From Dir. Phs For Consideration And Approval, And Notification To Who And Ihr Focal Person. Send Communication To Who Afro Via The Nigerian Ihr Nfp To Indicate Decision To Designate Mmia, Naia, Makia And The Port Of Lagos (Papa).",Cost (N) 2018-2019,,,0.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
● Identify And Assemble Stakeholders To Participate In Assessment - All Agencies At Poe; A. Conduct Ihr Assessment For Mmia B. Conduct Ihr Assessment For Makia C. Conduct Ihr Assessment For Naia D. Conduct Ihr Assessment For Port Of Lagos (Papa),Cost (N) 2018-2019,,,6000000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
● Identify And Assemble Stakeholders To Participate In Assessment - All Agencies At Poe; A. Conduct Ihr Assessment For Mmia B. Conduct Ihr Assessment For Makia C. Conduct Ihr Assessment For Port Of Lagos (Papa),Cost (N) 2018-2019,,,1918800.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
"● Identify And Assemble Stakeholders To Participate In Assessment - All Agencies At Poe; A. Conduct Ihr Assessment For Naia ● A Final Assessment Meeting With Between 15 And 20 Agencies (50 Participants) Will Hold At The Poe. This Will Require 1 Coffee And 1 Lunch Break. ● The Final Assessment Meeting Will Require Travel For 4 Directorate Cadre Staff (This Is In Addition To The 5 Ihr Consultants). They Would Require Flight Tickets To And From Abuja, Accommodation And Per Diems For 3-Days (Including 2 Travel Days)",Cost (N) 2018-2019,,,1240000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
"● Identify And Assemble Stakeholders To Participate In Assessment - All Agencies At Poe; A. Conduct Ihr Assessment For Mmia B. Conduct Ihr Assessment For Makia C. Conduct Ihr Assessment For Port Of Lagos (Papa) ● A Final Assessment Meeting With Between 15 And 20 Agencies (50 Participants) Will Hold At The Poe. This Will Require 1 Coffee And 1 Lunch Break. ● The Final Assessment Meeting Will Require Travel For 4 Directorate Cadre Staff (This Is In Addition To The 5 Ihr Consultants). They Would Require Flight Tickets To And From Abuja, Accommodation And Per Diems For 3-Days (Including 2 Travel Days)",Cost (N) 2018-2019,,,6355200.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
● Develop An Action Plan To Address The Gaps At Each Of The Selected Points Of Entry. Engage 5 National Consultants To Meet In Abuja For 5-Days,Cost (N) 2018-2019,,,1500000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
"● Develop An Action Plan To Address The Gaps At Each Of The Selected Points Of Entry. 1. The Consultants Will Meet In Abuja For 5-Days To Evaluate The Results Of The Assessment Tools, Determine The Scores Of Each Poe, Identify The Gaps And Develop Action Plans To Address Each Of The Selected Points. 2. They Will Require Renting An Office Space For The 5-Days 3. 1 Coffee And Lunch Break Would Be Required For 5-Days",Cost (N) 2018-2019,,,1750000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
"● Memo To Hmh From Dir. Phs For Consideration And Approval, And Notification To Who And Ihr Focal Person. Send Communication To Who Afro Via The Nigerian Ihr Nfp To Indicate Decision To Designate Mmia, Naia, Makia And The Port Of Lagos (Papa).",Cost (N) 2018-2022,,,0.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
● Identify And Assemble Stakeholders To Participate In Assessment - All Agencies At Poe; A. Conduct Ihr Assessment For Mmia B. Conduct Ihr Assessment For Makia C. Conduct Ihr Assessment For Naia D. Conduct Ihr Assessment For Port Of Lagos (Papa),Cost (N) 2018-2022,,,6000000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
● Identify And Assemble Stakeholders To Participate In Assessment - All Agencies At Poe; A. Conduct Ihr Assessment For Mmia B. Conduct Ihr Assessment For Makia C. Conduct Ihr Assessment For Port Of Lagos (Papa),Cost (N) 2018-2022,,,1918800.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
"● Identify And Assemble Stakeholders To Participate In Assessment - All Agencies At Poe; A. Conduct Ihr Assessment For Naia ● A Final Assessment Meeting With Between 15 And 20 Agencies (50 Participants) Will Hold At The Poe. This Will Require 1 Coffee And 1 Lunch Break. ● The Final Assessment Meeting Will Require Travel For 4 Directorate Cadre Staff (This Is In Addition To The 5 Ihr Consultants). They Would Require Flight Tickets To And From Abuja, Accommodation And Per Diems For 3-Days (Including 2 Travel Days)",Cost (N) 2018-2022,,,1240000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
"● Identify And Assemble Stakeholders To Participate In Assessment - All Agencies At Poe; A. Conduct Ihr Assessment For Mmia B. Conduct Ihr Assessment For Makia C. Conduct Ihr Assessment For Port Of Lagos (Papa) ● A Final Assessment Meeting With Between 15 And 20 Agencies (50 Participants) Will Hold At The Poe. This Will Require 1 Coffee And 1 Lunch Break. ● The Final Assessment Meeting Will Require Travel For 4 Directorate Cadre Staff (This Is In Addition To The 5 Ihr Consultants). They Would Require Flight Tickets To And From Abuja, Accommodation And Per Diems For 3-Days (Including 2 Travel Days)",Cost (N) 2018-2022,,,6355200.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
● Develop An Action Plan To Address The Gaps At Each Of The Selected Points Of Entry. Engage 5 National Consultants To Meet In Abuja For 5-Days,Cost (N) 2018-2022,,,1500000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
"● Develop An Action Plan To Address The Gaps At Each Of The Selected Points Of Entry. 1. The Consultants Will Meet In Abuja For 5-Days To Evaluate The Results Of The Assessment Tools, Determine The Scores Of Each Poe, Identify The Gaps And Develop Action Plans To Address Each Of The Selected Points. 2. They Will Require Renting An Office Space For The 5-Days 3. 1 Coffee And Lunch Break Would Be Required For 5-Days",Cost (N) 2018-2022,,,1750000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,300
"A● Share Report Of Assessment With Mmia, Makia, Port Of Lagos Papa -Specific And National Stakeholders At 'Report Dissemination And Strategy Development Meetings'. (Each Ihr Assessment Requires Site Visits To And A Final Assessment Meeting With Between 15 And 20 Agencies) . The Post-Ihr Assessment Meeting Will Consist Of 15 And 20 Agencies (50 Participants). B. This Will Require 1 Coffee And 1 Lunch Break. C. The Assessment Meeting Will Require Travel For 4 Directorate Cadre Staff. D. The Assessment Meeting Will Require Renting A Venue.",col_3,,,7705200.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,301
● Share Report Of Assessment With Relevant Poe -Specific And National Stakeholders At 'Report Dissemination And Strategy Development Meetings'. (Each Ihr Assessment Requires Site Visits To And A Final Assessment Meeting With Between 15 And 20 Agencies) Engage 5 National Consultants To Meet In Abuja For 1-Day,col_3,,,1200000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,301
"A● Share Report Of Assessment With Mmia, Makia, Port Of Lagos Papa -Specific And National Stakeholders At 'Report Dissemination And Strategy Development Meetings'. (Each Ihr Assessment Requires Site Visits To And A Final Assessment Meeting With Between 15 And 20 Agencies) . The Post-Ihr Assessment Meeting Will Consist Of 15 And 20 Agencies (50 Participants). B. This Will Require 1 Coffee And 1 Lunch Break. C. The Assessment Meeting Will Require Travel For 4 Directorate Cadre Staff. D. The Assessment Meeting Will Require Renting A Venue.",col_4,,,7705200.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,301
● Share Report Of Assessment With Relevant Poe -Specific And National Stakeholders At 'Report Dissemination And Strategy Development Meetings'. (Each Ihr Assessment Requires Site Visits To And A Final Assessment Meeting With Between 15 And 20 Agencies) Engage 5 National Consultants To Meet In Abuja For 1-Day,col_4,,,1200000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,301
● 2-Days Training Of 60 Laboratory Personnel Working In Established Tertiary Healthcare Facilities At Abuja (10 In Each Geopolitical Zones),"4,538,000",,,12179800.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,310
"● 3-Day Annual Review Of The Risk Assessment, Surveillance, Laboratory Confirmation, Event Confirmation And Notification, And Response To Chemical Emergency By The Chemical Emergency Response Team In Abuja For 60 People.","4,538,000",,,8624000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,310
● 2-Days Training Of 60 Laboratory Personnel Working In Established Tertiary Healthcare Facilities At Abuja (10 In Each Geopolitical Zones),"18,152,000",,,24359600.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,310
"● 3-Day Annual Review Of The Risk Assessment, Surveillance, Laboratory Confirmation, Event Confirmation And Notification, And Response To Chemical Emergency By The Chemical Emergency Response Team In Abuja For 60 People.","18,152,000",,,34496000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,310
● 5-Days Pilot Survey Of The Tool In The Field At Lagos ( 10 People),"14,145,000",,,2441000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,311
● 5-Days Pilot Survey Of The Tool In The Field At Lagos ( 10 People),"14,145,000_1",,,2441000.0,5e88f9e22d2b4e4563b527005c8a0c43.pdf,311
