temp_level,humidity,precipitation,frequency_outbreak_in_area,travel_patterns,mosquito_species,malaria_vectors,vectors_infection_rates,healthcare_availability,healthcare_accessibility,malaria_treatment_success_rates,land_use,mosquito_breeding_sites,stagnant_waters,iot_air_quality,iot_water_quality,presence_of_vegetation,outbreak_threshold
1,1,1,1,1,2,1,0,0,1,1,0,1,0,0,0,0,0.669861858
0,1,0,1,1,3,0,0,0,1,0,0,1,1,0,1,0,0.336832142
0,1,0,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0.026281044
1,1,0,0,1,3,1,0,1,0,1,1,0,0,0,1,0,0.216652702
0,1,0,1,1,3,0,1,0,1,1,1,0,0,1,0,1,0.378493801
1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0.159124282
0,1,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0.772752592
1,1,0,0,1,3,0,1,0,0,0,0,0,1,0,1,0,0.532533057
1,0,1,0,1,3,1,1,0,1,0,0,0,0,0,1,0,0.865408141
0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0.568803191
0,0,1,1,1,3,0,1,1,0,1,0,0,1,0,1,1,0.741192601
1,0,1,0,1,3,0,1,0,0,0,1,0,1,0,0,1,0.38983698
0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0.119315984
1,0,1,1,1,2,0,1,0,1,1,0,0,1,0,1,1,0.678707286
1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0.675359982
1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0.912213548
0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0.025680709
0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0.57914443
1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0.671453479
0,1,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0.415120304
0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0.267270611
0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0.697886298
1,0,0,1,0,2,0,1,1,0,1,1,0,0,1,1,1,0.761611104
1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0.965413621
0,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0.888306357
1,0,0,0,1,3,0,0,1,1,0,1,0,0,1,1,0,0.469121613
0,1,0,0,0,3,1,0,1,1,0,1,0,1,1,1,0,0.452015263
1,1,1,1,1,3,1,0,0,1,1,0,1,0,1,1,0,0.82706874
1,0,0,1,1,3,1,1,0,0,1,1,0,1,1,1,0,0.187918379
1,1,0,0,1,3,1,0,0,1,1,1,0,0,1,0,0,0.420058032
1,0,1,1,1,2,1,1,1,1,0,1,0,0,0,1,1,0.118466679
0,1,0,0,0,3,1,1,0,0,0,0,0,0,1,0,1,0.864594741
0,1,1,1,1,2,1,0,1,1,1,1,1,0,0,1,0,0.878837942
0,1,0,1,0,2,0,0,0,0,0,1,1,0,1,0,1,0.519307596
1,0,0,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0.140131344
0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0.33253407
1,0,1,0,0,3,0,1,0,0,1,1,1,0,1,1,0,0.910176186
1,1,0,0,0,3,0,0,1,0,0,1,1,0,0,1,1,0.846884095
0,1,0,0,0,3,1,0,0,1,0,1,0,0,1,1,0,0.315195042
0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0.38968492
0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0.08638632
0,0,1,1,1,2,1,1,1,1,0,0,0,0,1,1,1,0.832217402
1,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,1,0.439261407
1,0,0,0,0,2,1,0,1,1,1,0,1,1,1,0,1,0.025552479
0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0.019076374
0,0,1,1,1,2,1,0,1,1,1,0,0,0,1,0,0,0.729733559
1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0.171501541
0,1,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0.965123496
1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0.329895479
0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0.44187199
0,0,1,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0.782480069
1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.317448833
1,1,0,1,0,2,0,1,0,1,1,1,0,1,0,1,0,0.444436075
1,1,1,1,0,2,0,1,0,0,0,0,1,0,1,1,1,0.377857499
0,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0.282884841
0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0.664895033
0,0,1,1,0,2,0,0,0,1,1,0,0,1,1,1,0,0.886864099
0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0.289066389
0,0,1,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0.455199353
0,1,1,1,0,3,0,0,1,1,0,0,0,1,1,1,1,0.478302501
1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0.977843892
1,0,1,0,1,2,1,1,1,1,1,0,0,1,1,1,1,0.256968161
1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0.86367892
0,1,0,0,1,2,0,1,1,0,0,0,1,0,0,0,1,0.615207497
0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0.239495374
1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0.547828121
1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0.886822439
1,0,1,0,0,2,0,1,1,0,0,1,1,1,0,1,0,0.306255968
0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0.877523058
0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0.629199131
1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0.494033959
1,1,1,1,1,3,0,1,0,1,1,0,1,0,1,1,0,0.042215625
1,0,0,1,1,3,0,0,1,1,1,0,0,0,0,0,0,0.153250498
1,1,1,0,0,3,0,0,1,1,1,0,1,1,0,1,0,0.903189006
0,1,0,1,0,3,0,0,1,1,1,0,1,0,0,0,0,0.153470457
1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0.314987105
0,0,1,0,0,2,0,1,1,1,1,1,1,1,0,1,0,0.349782059
0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0.915567128
1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.311411381
1,0,1,1,0,3,0,1,0,1,0,1,1,0,1,1,0,0.311955739
1,1,1,0,1,2,0,0,0,0,0,1,1,0,1,1,1,0.297403062
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0.141995469
1,1,1,0,0,2,1,1,0,0,1,0,1,0,0,1,0,0.847807116
1,0,1,1,1,3,0,1,0,0,0,0,0,0,1,1,0,0.942488563
1,1,0,1,1,2,1,0,0,1,0,1,0,1,0,1,1,0.228108235
1,1,0,0,1,3,1,1,1,0,1,0,1,1,0,0,0,0.214956162
1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,0.838116727
1,1,1,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0.906102712
0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0.212587658
1,0,0,0,1,3,0,1,1,0,0,0,1,0,0,1,0,0.242303677
1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0.182721714
1,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0.142392844
1,0,0,0,0,3,1,0,1,0,1,0,1,0,1,1,1,0.341974591
0,0,1,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0.707772516
1,1,1,1,0,2,0,1,1,1,0,0,1,1,0,0,0,0.12615066
1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0.014788683
1,0,0,0,0,2,1,0,1,1,1,1,1,0,1,1,0,0.082766926
0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0.894588066
1,1,1,0,1,3,0,0,0,1,1,1,0,1,0,0,0,0.829391098
0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0.276031972
1,0,1,0,0,2,1,0,1,1,0,1,1,1,1,1,0,0.65155604
0,1,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0.923882029
1,1,0,0,0,2,1,0,1,1,1,1,1,0,0,1,0,0.696274635
1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0.010115663
0,1,1,1,1,3,1,1,0,0,1,1,1,1,1,0,0,0.606947278
0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0.048977884
0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0.463815653
1,1,1,0,1,3,0,0,1,0,1,1,0,1,1,1,0,0.525984845
0,0,1,1,1,3,1,0,0,1,1,1,1,1,0,0,0,0.816877042
0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0.772295894
1,1,1,0,0,2,1,0,1,0,0,1,1,0,0,0,1,0.781902616
1,1,0,0,1,3,0,1,0,1,1,0,1,1,0,0,1,0.14385217
0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0.253778125
0,1,0,0,0,2,0,1,0,0,1,1,1,0,1,1,0,0.799242241
1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0.108858175
1,1,0,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0.34147795
1,1,0,0,0,3,0,1,1,1,1,0,0,0,0,1,1,0.202118409
0,1,1,0,1,3,0,1,0,1,1,1,0,1,1,1,0,0.369977246
0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0.263374218
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0.015756202
1,1,1,1,0,3,0,0,1,0,0,1,0,1,0,1,0,0.907343754
1,0,0,1,0,2,0,1,1,0,0,1,1,1,1,1,0,0.834562901
1,0,0,1,1,3,0,0,1,1,0,1,1,0,1,1,1,0.047888794
0,0,1,0,0,3,0,1,1,1,0,0,1,1,1,1,1,0.935290657
0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0.661544176
0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0.033436416
0,0,1,1,1,3,1,0,1,1,0,0,0,0,1,1,1,0.14589099
0,1,0,0,1,3,1,1,0,1,0,0,0,0,0,1,1,0.630401561
1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0.411239406
1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0.129701024
1,0,1,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0.50744858
0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0.530088156
1,0,1,1,0,3,1,1,1,0,1,1,0,1,0,1,0,0.881394222
1,1,0,0,1,3,1,1,1,1,0,1,1,0,1,1,0,0.838948063
0,0,1,0,1,2,0,1,0,0,1,1,0,1,1,1,0,0.062936058
1,1,1,0,0,2,0,0,0,1,1,1,1,0,0,1,1,0.686649846
0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0.905817919
0,0,1,0,0,2,1,1,0,0,1,0,1,0,1,1,0,0.251800328
1,0,1,0,0,3,1,1,0,1,0,1,1,0,0,0,1,0.90325351
1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0.719488532
0,1,1,0,0,3,1,0,1,1,0,1,1,1,1,1,0,0.92518265
1,0,1,0,0,2,0,1,0,1,1,1,0,0,0,1,0,0.854999257
1,1,1,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0.052331532
1,0,0,0,0,2,1,1,0,1,0,1,0,1,0,0,1,0.46277029
0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0.659366153
1,0,1,1,0,2,0,0,1,0,0,0,0,1,0,1,1,0.601216577
1,0,1,0,0,2,1,0,1,1,0,0,0,0,0,1,1,0.31860302
0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0.360443665
1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0.774903241
0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0.618950617
1,1,1,1,0,3,1,0,1,1,1,0,0,1,0,1,0,0.221140049
0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0.609185241
1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.366197849
0,0,1,1,1,2,0,1,1,1,1,1,0,1,0,1,0,0.102595062
1,0,1,1,0,3,1,1,0,1,1,0,1,0,1,1,0,0.080326044
1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0.929941047
1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0.3228673
0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0.843128808
1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0.064427572
0,1,1,1,0,3,1,0,0,0,1,0,1,0,1,1,1,0.043323394
0,1,1,1,1,3,0,1,1,0,0,1,0,1,1,1,1,0.666952546
0,1,1,1,0,3,0,0,1,1,0,1,0,0,1,1,1,0.573922262
1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0.986500786
0,0,1,0,0,2,1,1,1,0,0,1,1,0,1,1,0,0.874260857
1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0.837115837
1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0.500291555
1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0.178969144
0,0,0,0,1,2,0,0,0,0,1,1,1,0,1,1,0,0.614888299
1,1,1,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0.512508062
0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0.633257587
0,1,1,0,0,2,0,1,1,1,0,0,1,0,0,1,1,0.49398741
1,1,1,0,0,3,0,1,1,1,0,0,0,1,0,0,1,0.078828632
0,1,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0.882793628
0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.776118326
1,0,0,0,0,3,1,1,0,0,0,0,1,0,0,1,0,0.95651256
0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0.119892141
0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.68631878
0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0.306243761
1,0,1,1,1,3,1,1,1,0,1,1,1,0,1,1,1,0.967788268
0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0.128248379
0,0,1,1,1,3,1,1,0,1,1,0,0,1,0,0,0,0.766749215
1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.130465443
0,1,0,1,0,3,1,0,0,0,0,1,0,1,0,1,0,0.124419444
0,1,0,1,1,3,0,1,1,1,1,0,0,1,1,1,0,0.16184286
1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0.095467501
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0.455855064
1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0.3292904
1,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0.983550133
1,0,0,1,1,3,0,1,0,0,1,0,1,1,1,0,0,0.250239373
0,1,0,1,0,2,1,1,1,0,0,0,0,1,1,0,0,0.141409128
0,1,0,1,1,2,1,1,1,0,0,1,0,1,1,1,1,0.125802397
0,0,0,0,0,2,0,0,1,0,1,0,1,1,1,0,1,0.354341608
0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0.105716035
0,1,1,0,1,2,0,1,0,0,1,0,0,0,0,1,1,0.669877067
0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0.514740108
1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.832754761
1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0.868183026
1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0.188385489
0,1,1,0,0,3,0,1,1,1,1,1,0,0,0,1,1,0.945421005
0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0.413309019
1,1,1,0,1,3,0,1,1,0,1,0,1,1,0,0,0,0.868343898
1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.735667885
1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0.232006085
1,1,0,0,0,2,1,1,1,0,0,0,1,1,1,0,1,0.988996607
1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0.437021177
0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0.837140588
0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0.132146059
1,0,0,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0.521399991
0,0,1,0,0,2,1,0,1,0,1,1,1,1,0,1,0,0.865263305
1,0,0,0,0,3,1,0,1,1,0,0,0,0,0,1,0,0.727493153
0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0.968033455
1,0,0,1,0,2,0,1,0,1,0,1,1,0,0,0,1,0.703792737
1,1,0,1,1,3,0,0,0,1,0,0,1,0,0,0,1,0.700195851
1,1,1,1,0,2,1,1,0,0,1,1,0,1,0,1,1,0.247752253
1,0,0,0,1,2,0,1,0,0,0,1,1,0,0,1,1,0.399555024
1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0.533140327
0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0.750307821
1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.291765859
1,0,0,0,1,2,1,1,1,1,0,0,1,1,1,0,1,0.359185971
1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0.888156916
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.995979779
0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0.965774389
0,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0.593656463
1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0.189771664
0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0.444891613
0,0,0,1,0,2,0,1,0,1,1,0,1,0,0,0,1,0.257540065
0,0,0,1,1,3,1,1,1,0,1,0,1,1,0,1,0,0.93235273
0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0.858795752
1,0,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,0.459704502
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.176019534
0,1,1,0,0,3,0,1,1,1,1,1,1,0,0,0,1,0.519039197
0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0.931257972
1,1,0,1,0,2,0,1,0,0,1,1,1,0,1,0,0,0.508404858
1,1,0,1,1,2,0,0,1,1,0,0,1,0,1,1,1,0.038692399
0,1,0,1,1,3,0,0,1,1,1,0,0,1,0,0,1,0.363239125
1,1,0,1,0,3,0,1,0,1,0,0,1,1,1,0,0,0.494195669
0,0,1,0,0,2,0,0,1,1,1,0,1,0,0,1,0,0.933965834
0,1,1,1,0,3,1,1,0,0,1,1,0,1,1,0,1,0.599188107
1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0.748281761
0,1,0,1,0,2,1,1,0,0,0,1,1,1,1,0,1,0.458597171
1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,0,1,0.938913292
0,1,1,0,1,2,1,0,0,1,0,1,0,0,0,0,1,0.559860595
1,0,1,1,0,2,0,1,0,1,0,1,1,1,1,1,0,0.716330041
1,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0.3779425
1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0.168588694
1,1,0,1,1,2,1,1,1,1,0,0,0,0,0,1,1,0.707820212
0,0,1,1,0,3,1,0,1,1,0,1,0,1,0,1,0,0.704694591
1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0.819671794
1,1,1,1,0,3,0,1,0,1,0,1,1,1,0,0,1,0.934866033
1,0,0,0,0,3,1,1,1,0,0,0,1,1,1,0,1,0.552501093
0,0,0,1,1,2,1,0,1,0,0,0,1,0,1,1,0,0.062004192
1,0,1,1,0,2,1,1,0,1,0,1,1,0,1,0,1,0.185107098
1,0,0,0,0,2,0,0,1,1,0,1,1,1,0,1,0,0.26221129
1,0,0,1,1,2,0,1,1,1,0,0,1,0,0,0,1,0.966774158
1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0.927677101
1,0,0,1,1,3,1,1,0,1,1,1,0,1,1,0,0,0.69416016
0,0,0,0,0,3,0,1,1,0,1,1,0,1,1,0,0,0.900765062
0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.133887661
1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.249599558
0,1,0,1,1,2,1,1,1,0,1,0,0,1,1,0,1,0.900224534
1,1,1,0,1,2,0,0,1,1,1,0,1,1,0,1,0,0.031719912
1,1,0,1,0,3,1,1,0,0,1,0,1,1,1,1,1,0.466490132
1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0.929532699
1,0,1,0,0,3,0,1,0,0,0,1,0,1,0,1,0,0.822364759
1,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0,0.241001723
1,1,1,1,0,2,1,0,0,0,0,0,1,1,1,0,1,0.112010706
0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0.526629707
0,1,1,1,1,2,1,1,1,0,0,1,1,0,0,0,1,0.438597753
1,0,0,0,1,3,0,1,1,0,1,0,1,1,0,1,0,0.754605112
0,0,1,1,0,2,1,1,0,0,1,1,0,1,1,1,0,0.197889775
1,0,0,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0.982299761
1,0,1,1,0,3,0,0,0,1,0,1,0,1,0,1,0,0.98009541
1,0,0,1,0,3,0,1,1,1,1,1,0,0,1,0,1,0.819435321
0,1,0,0,1,3,1,0,1,0,1,1,1,1,1,0,1,0.283456919
1,0,1,0,1,2,1,0,1,1,0,0,0,1,1,0,0,0.43771798
1,1,1,1,1,3,0,1,0,0,1,0,1,1,1,1,0,0.470578692
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.361035512
0,0,0,1,0,2,0,0,0,1,1,1,1,1,1,0,1,0.943959551
1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0.414693678
0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0.907762406
0,0,1,1,0,3,1,1,1,0,1,0,1,0,0,0,0,0.130216404
1,0,1,1,0,3,0,0,1,0,0,1,1,1,0,1,0,0.334229938
0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0.687937523
1,1,1,1,1,2,0,0,1,0,0,1,1,0,1,1,0,0.629406307
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0.725905814
0,1,0,0,1,3,1,0,0,1,1,0,0,0,1,1,1,0.442409729
0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0.808916996
1,1,1,1,0,2,0,0,0,1,1,1,1,0,1,1,0,0.915665687
1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0.353768367
0,1,0,1,1,2,0,1,0,0,0,0,0,1,1,0,1,0.459804603
1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0.603982641
1,1,0,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0.166069642
1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0.887876939
1,1,0,1,0,2,1,0,0,1,0,0,1,0,0,1,1,0.095149315
1,1,1,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0.989781541
1,0,0,1,1,3,0,0,1,1,1,1,1,1,1,0,1,0.668753559
0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0.803101693
0,1,1,0,1,2,1,1,1,0,1,0,1,1,0,1,0,0.462687904
0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0.845998596
1,1,0,1,1,2,1,0,1,1,0,1,0,1,0,0,0,0.500280856
0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0.301560471
1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0.58714516
0,1,1,1,1,2,1,0,1,0,0,1,1,0,1,0,0,0.834859691
0,1,0,1,1,3,1,1,1,1,0,1,1,0,1,1,0,0.068329087
0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0.482200786
1,0,0,1,0,3,1,1,0,0,0,1,1,1,0,0,1,0.727220028
1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0.645211994
1,1,0,0,1,2,1,1,0,0,1,1,1,0,0,1,0,0.943432907
1,1,0,1,1,3,0,0,1,1,0,0,1,1,0,0,0,0.639242854
0,1,1,1,0,2,1,1,1,0,0,1,1,1,1,1,0,0.534510076
1,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0.957472337
0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.564194823
1,1,0,1,1,3,1,1,0,1,0,0,1,0,0,0,1,0.334473561
0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0.096377189
1,0,0,1,1,3,0,0,0,1,1,1,0,0,1,0,0,0.873288471
0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0.728150528
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.385858316
0,0,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0.045768959
0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0.515593972
1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0.724709848
1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0.027057887
1,1,1,0,1,2,1,1,1,0,0,0,1,1,0,0,1,0.638057332
0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0.707963389
1,0,1,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0.76564383
0,0,0,0,1,2,0,0,0,1,1,1,1,0,1,0,0,0.428049637
0,1,0,1,1,3,1,0,0,1,1,1,0,1,1,1,0,0.574897192
0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0.800507225
1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.41359442
0,0,0,0,1,2,0,0,1,1,1,1,1,0,0,1,1,0.67302416
1,0,0,0,1,3,1,1,0,1,0,0,0,1,0,1,1,0.195916653
1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0.896711121
0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0.368517469
1,0,1,1,0,2,1,1,1,0,1,1,1,1,0,1,0,0.238275264
1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0.790531215
1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0.280239493
1,1,1,0,0,3,0,1,1,1,0,1,1,0,1,0,0,0.667716879
0,1,1,1,1,3,1,1,1,0,0,0,1,1,1,0,1,0.062654351
0,1,1,0,1,3,1,1,1,1,0,0,0,1,0,1,0,0.692183789
1,1,0,1,0,3,0,0,1,1,1,1,0,1,0,1,0,0.079171132
0,1,0,1,1,2,0,1,1,1,0,0,1,0,0,1,0,0.564272784
0,0,0,0,1,2,1,1,1,0,0,1,1,1,0,1,0,0.980639567
1,1,1,0,0,3,0,0,1,1,1,1,0,0,1,0,1,0.468504408
0,1,1,1,1,2,0,1,1,1,1,1,0,1,0,0,1,0.913737192
0,1,0,0,1,3,0,0,1,0,1,1,1,0,1,0,1,0.260347432
0,0,1,0,0,3,0,1,1,1,1,1,1,1,1,0,0,0.309695575
0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0.087266494
